"留言"
" 失業率低代表鮑爾可以毫無顧忌的升息"
" 歷史上FED都是壓通膨勝於經濟衰退  衰退大不了再寬"
" 鬆"
" 感覺升息撐不到年底 明年初就有可能降息"
" 股版還有人就是利空"
" 不愧是智障 再寬不就又通膨"
" 推"
" 衰退問題好處理，通膨超級難解，甚至可能丟掉美元"
" 霸權"
" 上一次美國經濟死下去是被二戰救回來"
" 推文ㄧ堆反指標"
" 破箱底"
" 呵呵，非凡分析師不也都看錯油價，有人負責嗎？"
" 油價70元時 高盛是第一家出來喊100元的 他們家原物"
" 料團隊有料"
" 確定是預測還是出/吃貨文"
" 夏季才剛開始而已 你等秋天再來發文好嗎"
" 你各位太早舒服了"
" 你確定他不會開衝？"
" 人家說夏季 現在才6月"
" 你知道他2020年時預測只有40多嗎？"
" 他們這些機構跟鄉民沒啥差別 見漲喊漲見崩喊跌"
" 你把元大放哪裡"
" 高盛準過？"
" 華爾街也是人不是神 油價主要看三個人 川普 普丁"
" 薩爾曼"
" 在這三人面前高盛根本不是個咖"
" 高盛反買，別墅靠海"
" 高盛出了名的韭菜絞肉機好噗"
" https://www.youtube.com/watch?v=PWibXMZljsE"
" 油價連生產者都估不準的"
" 介紹一本書「高盛陰謀」，他們團隊真的有料"
" 對了，是割韭菜的部分很有料"
" 巴菲特不是在抄底了?"
" 高盛其他不敢講，原物料他們看很準，不要不信"
" 高盛從負油價的時候就一路喊多"
" 你找到對做聖杯"
" 當初跟著買的都已經薛翻了 他們真的有料"
" 就算油價目前回測 高盛依然不更改目標價"
" 人家是用真本事在市場玩 你只看短線買"
" 高盛分析師座位上擺了一顆西瓜，你不知道?"
" 短進短出 在原物料市場通常只能當韭菜"
" 讓子彈飛一會 別喊太快了"
" 真韭菜是跟著花旗買的那些人吧"
" 油價漲到120鎂之前 每天喊空 結果才開始"
" 認錯 要喊多油價就開始修正"
" 真的是多空雙巴"
" 自己查08年高盛喊200後發生什麼事 呵呵"
" 分析師預估打8折還可以啦"
" 你去了解一下高盛的手法"
" 免費仔能看到的報告還嫌這麼多…"
" 夏季還沒結束啊"
" 而且你怎麼知道他是不是壓低吃貨 吃得正開心"
" 高盛自己就是炒家吧，當初2008軋空油商就他們啊"
" 讓子彈飛一會兒"
" 高盛反著來別墅靠大海"
" 他的工作是騙你放錢的口袋 你會聽他說任何話應該要"
" 檢討"
" 高盛聯電目標價還喊119勒"
" 妮真以為牠是預測？"
" 有什麼是準的？"
" 高盛跟糕x差一個字而已"
" 高盛在原物料上是喊多做空的慣犯了"
" 高盛商品指數收割機"
" 謎音：投資有….."
" 投資人信這種不準的機構才要負責任吧"
" 準的是內部那份公開的那份當然不準"
" 快七月了， winter is coming， 冷死跟油價dochi 的"
" 時刻近了!"
" 高盛的豐功偉業你沒聽過？跟匯豐有的比阿"
" 拜登：當我塑膠？"
" 建議政府要規定文章開頭都要先用字體28以上寫：以下"
" 內容純屬猜測"
" 預測都沒印度神童準，那就是亂猜了，亂猜還不說清"
" 楚就是騙，騙到錢還不澄清就是詐騙，那應該要把文"
" 章作者關起來才對。"
" 不是不准啊 是故意放假消息"
" 陽明就0056成分股啊 還佔5%當然一直買"
" 陽明列入0056，6月底幾個交易日買入就之前公布的阿"
" 他列入後，陽明才公布除昔日的"
" 之前現增高點賣，現在低點接回來，怎麽輸（咦"
" 當初元大不忍痛認賠，早就賠一褲子了"
" 都是拿您們的錢買的噢 相信專業"
" #1W_LKKf8"
" 12.5萬多張均價165，假設現在接回來..."
" 樓下你可以幫忙算一下嗎"
"  跟著買 不要問 !!!!"
" 因為0056納入陽明啊 被動買盤"
" 只是會分不同投信去買 元大分點只是其中之一"
" 0056 今年整個亂換成分股  該下神壇了"
" 當初元大不要倒 還不一定會賠勒"
" 當時那種各路大戶 大媽一起炒航運的氛圍要拉上去不"
" 難 那時候連去派出所都聽到4、5個警察在聊航運"
" 還有遇到大學生跟我說他都在當沖航運 還想教我玩股"
" 票  那種榮景是被元大自己斷送掉的"
" 那時候還有消息是拜登要打壓運價  元大嚇到不敢抱"
" 結果後來運價還是一直漲 都過了快一年 現在才說元大"
" 當時倒貨是對的 還滿好笑的"
" ETF有規則啊 不能亂來"
" 如果要說元大的決定是對的 那他當初就不會承包陽明"
" 的增資了  弄到自己要認養那些股份 然後再倒貨"
" 被動買盤是買到這週五？"
" 陽明增資搞爛一切"
" 0056為了高股息犧牲股價 會被投資人罵翻"
" 陽明當初不要增資，股價應該不會輸長榮"
" 搞爛一切的是後來一直壓貨櫃股價的法人吧"
" 0056的位階已經比大盤12000還低了"
" 0056納入800多的聯發科  跟100多的陽明 看股價會跌"
" 到哪"
" 造市？"
" 去看看今天陽明借券多多少張"
" 陽明股價現在跟長榮差不多啊"
" 將近十萬張的融資很少嗎 本來預期今天至少殺個三萬"
"  唉唉 三大法人可是大買一萬八千多長還大跌"
" 假請益"
" 可能在等東風吧...不過可能等到颱風來襲"
" 是被陽明搞的吧"
" 0056最爛etf…."
" 對啊"
" 只能說這次56依他邏輯選了，但卻是風險高的那票"
" 感覺0056要被航運玩爛了，十年內填的了息嗎@@"
" 元大當初增資是被陽明跟交通部逼著吃掉啊"
" 被動買入"
" 又為了自己的商譽 只好吃了再說"
" 還有那時候航運股價也開始下滑了 他不賣也有別人倒"
" 鄉民都有那種不准別人賣只有我可以先下車的獵奇思想"
" 推文一堆不懂56怎麼操作也在發言實在好笑"
" 幫航海王感謝你們"
" 反正今天把陽明97賣了。下禮拜要除息直接掉75"
" 當初問題是交通部吧，本來傳陽明要延期，但交通部不"
" 準，導致元大要硬吃"
" 本週換成份股"
" 去年納入長榮怎麼酸的已經忘記了嗎 一年過去了到底"
" 是誰沒穿褲子XD"
" 0056 每次換股都被嘴 但實際績效一直都不差…"
" 高股息的選股邏輯很容易賺股息賠價差 所謂的殖利率"
" 概念"
" 0056過去10幾年只要配息都填息 哪來的賺股息賠價差="
" ="
" 元大那時候充滿著O你娘親的殺意真的是肉眼可見"
" 0056等26再來建立部位"
" 想賺股利吧"
" 股價壓在9X是否就沒有扣稅問題？"
" 前兩天在低卡看到少年股神0056停損  快笑死"
" 陽明新大樓門口應該有給元大的感謝文"
" 先推再看  上次的成長excel都加入收藏了"
" 推"
" 推"
" 有點猛 推"
" 推"
" 推用心"
" 好厲害  推推"
" 很棒~辛苦了~~~~~~"
" 丸子"
" 波克比"
" 怎麼不買航運?"
" 拷貝...."
" 802 ? 虧死了！"
" 快攤平了"
" 越攤越貧 操盤手要被炒了吧"
" 802 有夠韭"
" 為什麼買進380張，餘額是75張?"
" 航運賺的  發哥都賠光了"
" 本多終勝~~攤平就對了"
" 可憐哪"
" 有種"
" 好好做光碟片就好啦"
" 發哥這波真的跌太狠"
" 我到底看到什麼"
" 賺的都賠光了"
" 占總資產比例:61.57%...."
" 802？"
" 丸"
" 波克比 QQ"
" 這整個寫錯吧？打字員睡著了還是趕下班？"
" 400鴿笑而不語"
" 真的是韭爆了……波克比操盤手連最基本的K線觀念都"
" 不管直接抄底，抄到大白鯊了吧"
" 韭菜"
" 累積這段時間買進380張，手邊剩下75張，沒錯呀"
" 當他買進後都不能賣484"
" 賠死=="
" 今天他若拿三億當沖發哥最後持有零張，那他也要發"
" 公告，如果是賺的還要另外發處分公告，因為超過三"
" 億"
" 應該炒魷魚了"
" 環環妳。。。。"
" 賭身家484"
" 中環到底怎麼決定標的和進出"
" 賠別人的錢好爽ㄛ"
" 波克比你又調皮了哦"
" 韭菜神"
" 賠暴欸？！"
" 類韭菜???"
" 丸了"
" 一直賠錢還可以減資喔!"
" 這支韭菜特別肥"
" 好想去中環上班"
" 大型韭菜，尼一定還有錢錢"
" 802笑死"
" 梭身家..."
" 超大型韭菜"
" 我要在你臉上寫個慘字"
" 最近好多大型韭菜新聞"
" 印象中看到新聞 地表最強5G?"
" 股x同路人"
" 賺爛了  疑"
" qq  800多大學長"
" 韭菜爆笑"
" 大型韭菜"
" https://i.imgur.com/9ZeSTd6.jpg"
" 空王直接消失 這個不行 好歹南茂哥還願意出來"
" 賠死-.-"
" 波克比"
" 再賠下去 會不會沒錢翻本了= ="
" https://i.imgur.com/P3K52y4.jpg"
" No～～～～～～～這反指標"
" QQ台灣波克夏…………怎翻車啦"
" 這什麼價格XDDDD"
" 發哥掰"
" 翻車"
" 超大型反指標"
" 話說中環上次買的台積電賺錢了嗎？"
" 好慘..."
" 又"
" 慘 波克比"
" 幫波克比QQ…"
" 大韮菜..QQ"
" 這才是熟悉的中環"
" 參加除息惹"
" 要和聯發科共存亡嗎？"
" 實在是不知道該說什麼.."
" 9"
" 說不定會回1000"
" 不能直接買 0050 嗎？"
" 800……"
" 這檔很愛半導體耶"
" 哈哈哈哈哈"
" 這樣直接變聯發科股東阿"
" 波克比"
" 有點貴"
" 中環讚讚"
" 阿明唯一跌得 XD"
" 買到沉"
" 立端有點東西"
" 阿明尾盤一萬七千多張還漲不動到底多少人在吃0056"
" 豆腐"
" 外資要吃豆腐"
" 阿明…"
" 誰在賣"
" 你馬的 買第一名跌最多 台股就是廢"
" 跌最多?? 你誤會甚麼? 大盤也是跌喔!"
" Respect"
" 賣了再說"
" 這算百萬級別的畢業文嗎？"
" 高處不勝寒"
" 頭推"
" QQ"
" 頭期款飛了"
" 沒賣就有機會"
" 是出金買房逆？"
" 所以這要表達什麼"
" 比萬元畢業文好多了 XDDD"
" 你是買了啥摸"
" 300萬飛走........"
" 可以請問你是買什麼股嗎，怎麼賠那麼多"
" 還沒跳樓 不夠"
" 沒單"
" 這又看不出來虧損金額"
" 謝謝你的畢業文"
" 我知道你還有錢"
" 大盤不是才跌1x% 你是開槓桿！？"
" 我知道你還有錢"
" 反觀板上一堆賠5位數喊畢業的"
" 你是玩了什麼酷玩意？"
" 假假的感覺是黑手假畢業誘多文"
" 不是融資都還有救"
" …..賣了去買房 別騙了"
" 賣了再說  當這邊都菜雞?"
" 把錢轉到其他戶頭"
" 沒單 word打一打就有了"
" 損益根本看不出來"
" 我還以為是比特幣"
" https://i.imgur.com/qFQKOuc.png"
" 績優股都沒跌50%"
" 拿去買房了吧=="
" 你是高歌離席轉錢去買房吧"
" 我知道你還有一對腰子"
" 買哪一隻啊"
" 對帳單那麽好截圖..你特定這樣截2張 ？"
" 說不定是賣掉股票而已…"
" 蠻假的"
" 樓上=…="
" 這種跌幅是開槓桿吧... 又不是美股"
" 面板吧"
" 真的慘…不忍噓"
" 貼對帳單阿  貼戶頭幹嘛?"
" 坦白說你484名下多一間房跟一筆房貸惹"
" 短線要彈了謝謝你"
" 這張不夠真實"
" 搞不好高割離席反串而已"
" 融資全開然後快斷頭就是這樣 QQ"
" 今天廢半帶大家一起AAA"
" 這叫對帳單??"
" 撐不過慢牛啟動"
" 有點像是真的 但是圖看不出什麼軟體 還是先存疑"
" 幹真有錢"
" QQ 最近跌到想刪app"
" 終於有真的畢業文了 辛苦了"
" 我知道你還有錢"
" 搞不好原本50萬玩到400萬現在賠掉300還是賺XD"
" 這就集保e存摺啊"
" 想騙"
