"留言"
" 阿姨再來要爆噴到70  今天已經卡位了"
" 融資又來了 慘 塊陶阿!!!"
" 明後年有3.5元，願意相信的抱三年看看"
" 明天崩 聰明融資全變智障"
" 7月除息已經填息"
" https://i.imgur.com/Fr0BgFf.jpg"
" 面板聰明融資好多"
" 窩好人，建議融資不要亂凹單，真心不騙"
" 跌3天 散戶不請自來?"
" 沒人玩"
" 完了"
" 99阿姨"
" 聰明融資"
" 空單舒適"
" 東哥要尬死人了"
" 元太還在料理空蛙 穩"
" 鰻魚的空單真的不放棄 不過感覺漲勢差不多了"
" 水哦 資增 幫高調"
" 我也覺得鰻魚差不多了"
" 最近融資其實很強 繼續看看"
" 想到上次CPI開前資增17億 隔天漲400點 真的某"
" 崩崩"
" 阿姨套死一堆人"
" 倫飛融資瘋了"
" 二哥融資會贏"
" 阿姨賣壓超大欸 紅立馬被打下來..."
" 融資拼命了"
" 融資的是鐵了心台股絕不會跌破萬5才大膽拗下去嗎"
" https://i.imgur.com/ItsxlkE.jpg 這種水位 何來凹"
" 單"
" 鰻魚當沖比77趴又創高"
" 阿榮空軍怎麼跑了……反觀阿明借券哥還繼續賣"
" 散戶大抄底"
" 融資水位這邊當然進場啊 這麼低"
" 怎麼會有健喬...被凱雞倒爛"
" 可憐的東哥空軍 明天說不定直接一條線"
" 哈 連續資增 要大崩盤了"
" F姊說的真好"
" 鰻魚可以全力放空了"
" 台股做多是不是無風險？"
" 看到資增就要大崩盤是多怕"
" 嘴炮一下別太認真"
" 美股"
" 還敢資增，明天一根"
" 不得不說二哥融資超強"
" 主力融資：你在空空看啊"
" 長榮空單跑了就要跌了G_G"
" 阿榮空單也能隔日沖逆"
" 鰻魚追高討不到便宜吧"
" 阿明借券來到13萬惹"
" 鰻魚 明天會是臭酸還是香的"
" 完了還 資增 崩定了"
" 你可以去查一下二哥融資上次抄底根本大獲全勝"
" 從40抄到38 然後就漲到43了 世界強"
" 阿榮只剩10天要還券啊"
" 散戶.."
" 這波反彈其實融資根本就沒增加多少吧"
" 東哥今天借券回補不少。"
" 跟盤後主力比對，威盛買超的主力怎麼都是用融資啊"
" 神鬼融資"
" 華通還要買啊？"
" 上品要噴到多少"
" 好悲慘 就智原兩邊都上榜還-4.5"
" 上品 無緣...25x 26x都買 就是沒抱住 摳年"
" -30萬"
" 還沒賣掉就不算賠"
" 4字頭根本不用怕。689大學長才要哭"
" 700 元…995"
" -11w"
" 基本持股@@？"
" 150再加碼就好"
" 才三萬，在那叫什麼。敢玩就敢虧"
" 我等250再看看"
" 光gg我就虧54萬左右，還有其他金融，槓"
" 各位都是大股東"
" 台積688 大學長 有天溢價成交比688高"
" 才3萬"
" 50-60"
" 能虧54萬加金融表示你本金也不少"
" 問九面啊"
" 之前抄270半張 今年600抄下來湊一張 均價405出 小虧"
" 樓上有買cover聖經？"
" 別怕..哲哲不能買台GG，只好買0050，都虧近600萬了"
" 我知道你還有錢"
" 0.."
" 沒買台股，只買50反一"
" 剛剛才買100股 準備350加碼200 300加碼400"
" 不要問你會怕！！！"
" 早就空手了"
" 400多出光了"
" -20多萬"
" 不不不..是..不要問..我會怕(不願面對).."
" 光金融我就快-100了QQ 禮拜四停損出掉"
" 我等150"
" 羨慕能虧一百萬"
" 零股仔我也虧三萬左右XDD"
" 損益兩平了。悲劇"
" -3萬 沒仔細看損益 憑印象"
" 沒直接買 tsmc，但手上的 0050 目前賠了快 50 萬 QQ"
" fj停損了嗎？"
" 你沒有買房地產的護國神山嗎"
" 這隻股票就是要抱10年以上的，短期波動根本沒什麼！"
" 買得起都很有錢 不怕"
" 金融可以-100XD  本金很厚齁"
" 現在不停損 難道你要等未來200才…嗎"
" 沒碰 所以沒有虧...連0050我都沒有"
" 大家都賺錢吧 不知道GG能虧錢都什麼咖"
" 10/13財測展望出來我就站賣方了"
" 你買0050就是等於買2330啦 佔45%"
" 前兩年賺的今年已經吐出快七成了"
" 350買爆啦"
" -402啦"
" 你看0050走勢跟2330有沒有不一樣 一樣的啦"
" 3萬就別發了=="
" 天上一直下禮物"
" 還好我金融中華電在八月時全出掉"
" 去年年初大家在比賺多少的，現在在比虧多少..."
" 賠掉2棟房子"
" 24萬 幹你"
" 穩懋今年賠更多，接近腰斬 QQ"
" 400到688套最多人，股東多了快100萬人"
" 全都是套到滿手刀，笑死"
" 1萬 先跑路等10年線"
" 只有買了10股看戲XD"
" 成本560靈骨仔報到"
" -15萬"
" 0 完全不買垃圾"
" 0"
" 尤其是500以上套最多人"
" 如果知道會更低 就會像我賣光還加空 以後再補回來啊"
" 當散戶整天在那邊喊護國神山時 就先避免加碼了"
" 一堆人接刀接到滿手鮮血，笑死"
" 都有科學數據的，零股仔不用再裝了"
" 現在回去看1月的推文 真的會笑死XDDD"
" 推薦大家回去看"
" 200元到300元的台積電股東人數只有40萬人"
" TSM少賺而已 沒虧啊"
" 0元"
" 40"
" 那些在那邊裝自己有買便宜台積幾乎都是唬爛"
" 在那叫什麼"
" 688跌到344也是腰斬，其實也快了"
" 有整整100多萬的股東都是賠錢的"
" 台股有1000支，沒必要買這支"
" 前幾天說要腰斬的還有人腦羞"
" 笑死人"
" 這麼少"
" 30-35"
" 股感不好不擅長做空，但還好有在 27.7， 28.4 時換了"
" 幾筆美金"
" 300股"
" 688開槓桿alli in套到現在"
" 幾百塊"
" 兩年來買入沒賣的全數賠錢"
" 往好處看，你以前買一張的錢現在可以買約兩張耶"
" 200萬"
" 200萬"
" 35％ 大概4500元"
" 只買十股 幫股東數+1"
" 去年賺了幾百塊 抱上抱下不想玩了"
" 我原本要買台積電，改買力積電，"
" https://i.imgur.com/y19zrh3.jpg"
" 400多，手上30張 真慘 完全不看他"
" 買不良品的人還真多啊"
" 就說要腰斬了，還在那邊壯膽"
" 歷史都會留下證據"
" d大不能這樣說啊 TSM股東沒人權？"
" 100萬股東就是在400以上500上橫空出世"
" 又沒人逼你買"
" 投資市場只有贏錢賠錢"
" 要談人權去文組"
" 等250以下再考慮買"
" 100萬"
" 0..."
" 沒買..."
" 投資保證獲利並沒有寫入憲法裡，笑死"
" 營收連看都懶的看.......哈"
" 99台積 大家快認賠賣一賣阿 讓股東人數下降拉"
" 小哥在10/11出量那天說可以接 結果也沒反彈"
" 虧500元，516跑掉。"
" 手上能持有 30 張 tsmc 家底也算蠻厚的"
" 還在看 等明年地緣風險趨緩再說"
" 應該還要問0050. 006208....的人更多"
" 0050基本上就是台積的形狀"
" 散戶團結買起來，越跌越買。"
" 越跌越買，怕什麼，有種跌到30"
" 散戶沒錢了啦，股東數不可能再多100萬了"
" 越跌越買根本就是出張嘴，看股東數就知道"
" 事實就是100萬股東都去買刀"
" 0 不良品誰要買"
" 然後套牢死不認賠"
" +600-600紙上富龜苓膏 幹"
" 台積腰斬 皆大歡喜...."
" 現在台積電股東還是歷史高位"
" 滿手ETF算嗎"
" 垃圾股票"
" 3萬沒有發言權吧"
" 認賠的人絕對是少數中少數，股東還很多著"
" 外資倒的海量巨量台積都被零股仔吃走了"
" 真正買到便宜台積的只有固定40萬股東"
" 那些人才是不怕滿手血的"
" 根本沒什麼認賠出場文 下去空間還很大"
" 想要自慰也要拿出點數據支持理論"
" 沒賠個三五十萬是在叫什麼～"
" -74"
" gg在等最後的恐慌賣壓+ 畢業文"
" 我買八百多，快哭了"
" 賠6萬馬上砍掉這個垃圾"
" 現在再去看台積零股仔報梯數文真的會笑死"
" (某些) ETF 當然要算，我沒直接買 gg 但今年 0050"
"  就賠了快五十萬"
" 台灣散戶真的有錢"
" -20萬"
" 史上人最多的100萬股東套牢歷史"
" -70萬 等著領年終再加碼 愛酸的繼續酸 我就韭"
" 早在688就一路嗆了"
" 人多的地方就是一座存骨塔"
" 一堆浮誇買超過688的，就跟多益考1千分的一樣.."
" 有空搜我id嗆台積的"
" 從來沒看好過這個標的"
" 2位數 all in"
" 人多最愛買的我都當作最低等的"
" 宏達電賺快500，台積賠400多 真的要存宏達電 苦笑"
" 更別說還有一堆連一張都買不起的零股大軍的最愛"
" 還有一個改圖仔某J，一路改圖鼓吹零股仔買台積零股"
" 現在也都被我嗆到消失無蹤"
" 這種素質的股東，我都有多遠離多遠"
" 不要不爽股價就說企業是垃圾 玩股票要有股品"
" 物以類聚，股票也是"
" 人多的地方不要去這句話的最好代表現在就是台積電"
" 找不到更適合了"
" 三萬就敢出來喊？看來跌得還不夠"
" 6字頭還不停損真的找死"
" 存0050的不也間接輸到脫褲子"
" -29萬"
" 賠個100萬正常吧  沒什麼"
" 不是有人400以下要All in嗎？"
" 存股宏達電屌打"
" 台積賠錢大賽開始！"
" 0 我沒有…."
" 183股 虧三萬"
" 0，窩沒有台積"
" 台GG基本面差、基期高且籌碼亂，今年保守估計200%會"
" 跌破200"
" -60"
" -58萬"
" -40w"
" askl大好久沒看到 是歐印GG不看盤ㄇ"
" -20萬"
" 0050走勢一樣啊 這兩年的ETF仔一樣套牢"
" 台GG會繼續跌，要小心"
" 400哥嘴真的有夠酸 但真的準"
" 有比雞精長老賠的多？？"
" 天上掉下來的禮物"
" 30萬"
" 反指標投資法我說非常多年了，不是開玩笑的，真的"
" 百發百中"
" 再多也沒有張忠謀多啊 安啦"
" 越是看到什麼改圖仔整天吹捧的東西，我就百分一百二"
" 的確定股價辣雞"
" 688成交的搞不好不到一百張，也都是法人拉的"
" 記住那些恩人的id"
" 才三萬就在哭…"
" 百發百中，死命對做就是一生金銀財寶"
" 隨便翻一篇台積600以上的文章就會笑到肚子痛"
" 空到30"
" 520學長在此 賠10萬吧"
" GG有改圖仔嗎? 大部份喊多的都是反串吧"
" 我每次買台積電都能賺一點零錢，這次從600多到現在"
" 價位也是運氣好完全沒碰台積電"
" 爽 靈骨仔被套爛一輩子就是舒服"
" GG改圖仔超有名，自己去搜，每天無業24小時掛在板上"
" 吹台積零股"
" 你要不注意他還真不容易"
" -3000 零股"
" 0"
" -13萬停損，視情形再買回。"
" 賠零萬"
" Ptt股板鄉民年初都說沒人在停損台積電 只有加碼 拉"
" 回 房貸歐印"
" 零股窮逼虧2萬"
" 被改圖仔點到的其他股票全都慘跌，無一倖免，看他"
" 有多準"
" 我以為台積電這種控盤工具散戶不太買"
" 600以下是天上掉下來的禮物   我接到滿手血"
" 4百以上都要戒慎恐懼"
" 誰是改圖仔？"
" 散戶最愛買了，零股仔大軍截圖報數笑死"
" 誰是688套牢vv叫多蛙？"
" 這篇換成航運 也很慘XD"
" 我先認錯，曾經喊1000，對不起我錯了"
" https://i.imgur.com/8MBiTau.jpg 幫你們想起來"
" 有GG改圖仔?誰?"
" 5萬320股"
" 零股仔大軍現在集體失憶了，當初如日中天時我說一"
" 樣的話複製貼上時，零骨軍團可兇的"
" 只值40 https://i.imgur.com/6kmMmWq.jpeg"
" 100萬"
" 少一台車"
" 買點來了   謝謝"
" -26萬 哇操"
" 盧布大師在說吉米鴿啦 那時他們吵的很兇 很有印象"
"  但吉米說他沒改圖"
" 他有承認了"
" 還有其他人還做圖出來打臉"
" 發現他改圖的我是第一不是唯一"
" 字都粘在一起了，是不是去淘寶改的，笑死"
" -20萬"
" 承認的留言我都截圖了"
" 會釣出joeman嗎？"
" 有嗎 他不是秀一堆圖證明是真的 另一個是h開頭的id"
" 金融股能賠100萬，是全押開發金嗎@@"
" 只有你會信，不就是去群組裡面隨便載下來的"
" 真的那麼厲害會消失到無影無蹤"
" 沒一張的不要進股板好嗎  還敢po文欸"
" 688一路買零股的反指標你還信他"
" 合理懷疑就是一路從群組亂載下來改圖的"
" 主跌段還沒來，到時真的會血流成河"
" 一個號稱自己有五億身家的咖會只買5股，笑死"
" 你也太有錢 竟然有300張台積電"
" 搞不好人家是空軍反串啊"
" 反正他跟閒聊板友說自己被盜帳號 那id 永遠都不會發"
" 言了吧"
" 等於空軍跟空軍吵架"
" 如果是的話就知道這裡有多虛假"
" 笑死，現在又被說盜帳號"
" 理由伯"
" 黑歷史當然不敢用了，經不起檢驗的咖"
" 像盧布大師，石油王子的我有怕被檢驗嗎？"
" 曾經跟我對嗆對做的幾乎都死透了"
" 推8樓"
" 垃圾股票馬的"
" 有夠爛"
" 抄底王跟教主我都照嗆不誤"
" 0 人多的地方不要去 現在散戶越來越多只會更慘"
" 教主當初不也捧台積捧上天，照樣嗆爆他"
" 還說台積比台灣房子還穩，買房不如買台積"
" 笑死"
" 我全家都拿石油賺好幾倍的錢買多少間了"
" 結果他同一時間買的台積可能快要腰斬"
" -48萬"
" 全部都看破手腳"
" 放著配都舒服"
" 大概5萬多，腳好麻995= ="
" https://i.imgur.com/wimbzZs.jpg"
" 近百萬囉"
" 哲哲說台積電是被誤殺的 各位不要放棄希望好嗎"
" 0～覺得被外資賣爽的不敢買"
" 好 等大師call訊全家梭哈喔"
" -100萬"
" 沒一張以上 可以滾了"
" 不要說惹 3年後再來看損益 本多凹久必勝!"
" https://i.imgur.com/cuZ3ze3.jpg"
" 就知道 大家都還有錢"
" 大家都還有錢 到底如何到底"
" 九面人是以牛為單位的虧損"
" 不良品 所以沒碰嘻嘻"
" -50w"
" 兩張-70"
" 0，還好沒買 但0050虧不少"
